Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2020-04-09,430.9645080566406,433.68993715538386,414.6353356379403,425.3506308285837,44457146
2020-04-13,417.1277770996094,441.0508543473895,412.8649703884256,435.1341424408637,34158056
2020-04-15,402.1962585449219,433.503560602156,392.7388517868002,433.503560602156,57978752
2020-04-16,409.8600158691406,414.9614335184059,398.9117801511244,402.98825089719423,53854396
2020-04-17,424.0927429199219,428.61180788575837,413.35415928982513,426.2823958863792,55883462
2020-04-20,440.18896484375,447.68968838432136,435.60003467605725,443.0541529165032,66232986
2020-04-21,429.3804931640625,435.13412899890693,423.021187506432,430.9411877130502,33178006
2020-04-22,432.6183776855469,434.6682715837105,422.69508842646445,428.215811830853,38289354
2020-04-23,444.8943786621094,446.5482554024853,425.14095463381267,435.60001961536125,40901222
2020-04-24,437.02099609375,446.5017203519731,431.4071186493393,434.66829557217443,33284568
2020-04-27,433.130859375,446.035807137072,431.5468478906257,440.32874791616473,27421072
2020-04-28,433.9228515625,439.69977589963486,429.54354590264336,439.69977589963486,29441436
2020-04-29,455.21368408203125,462.4814666217291,435.18074077570344,435.600046312011,55877778
2020-04-30,466.72100830078125,474.7341917085159,462.2019430852094,466.53467239165656,43793134
2020-05-04,430.0093994140625,447.2470459777898,427.4470465464814,446.0823401288893,26722324
2020-05-05,424.6285095214844,439.7929756099782,423.04449802338365,436.99768127347414,29672858
2020-05-06,440.9111328125,442.5882981471858,421.92642423408125,428.14594315501444,33785846
2020-05-07,430.9411926269531,439.46683431837005,429.24071060088437,438.16236936826965,21831730
